ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
123456789,Can we please give the police department to the grandmothers?,Junauda Petrus,desc(isbn_from_words(bookList[i][0])),[],"[['culture', 'history'], ['family:love']]"
123456789,They're so flamboyant,Michael Genhart,desc(isbn_from_words(bookList[i][0])),['anxiety/fear'],"[['social', 'inclusivity'], ['changing perspective'], ['self-confidence'], ['(dis)ability:Diversity'], ['social:exclusion'], ['language:alliteration'], ['language:word learning'], ['categories:categories'], ['self:being yourself'], ['culture:pride'], ['acceptance:acceptance'], ['difficult topics:stereotypes'], ['difficult topics:discrimination']]"
123456789,This day in June,Gayle E Pitman,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'inclusivity'], ['culture:Pride'], ['language:rhyming'], ['perception:motion'], ['acceptance:acceptance'], ['different:embracing differences'], ['perception:color'], ['equality:equality'], ['culture:identity'], ['difficult topics:stereotypes'], ['culture:history']]"
123456789,Uniquely wired,Julia Cook,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['different perspectives'], ['social', 'relationships'], ['tolerance:tolerance'], ['social:friendship'], ['social:bullying'], ['life skills:life skills'], ['language:metaphors'], ['self:being yourself'], ['acceptance:acceptance']]"
123456789,My powerful hair,Carole Lindstrom,desc(isbn_from_words(bookList[i][0])),[],"[['culture', 'history', 'values', 'beliefs', 'activities'], ['personal history:personal history'], ['culture:Identity'], ['perception:motion'], ['emotions:emotions']]"
123456789,Broadway bird,Alex Timbers,desc(isbn_from_words(bookList[i][0])),['perseverance'],"[['different perspectives'], ['self-acceptance'], ['self:Believing in yourself'], ['difficult topics:stereotypes'], ['(dis)ability:diversity'], ['perception:motion perception'], ['social:belonging']]"
123456789,Most perfect you,Jazmyn Simon,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'relationships'], ['self-acceptance'], ['uniqueness:uniqueness'], ['social:belonging'], ['emotions:emotions'], ['beauty standards:beauty standards']]"
123456789,My brain is magic,Prasha Sooful,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive', 'metaphors'], ['emotions'], ['cognition', 'intuition'], ['perception:Motion perception'], ['perception:texture'], ['perception:engaging multiple senses'], ['language:sounds and spelling'], ['multiple aspects of identity:multiple aspects of identity'], ['emotions:emotions']]"
123456789,Taking asthma to camp,Kim Gosselin,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'daily tasks/activities/routines']","[['comparison'], ['self-acceptance'], ['perception:Proximity'], ['perception:similarity'], ['social:friendship'], ['emotions:emotions'], ['growing up:growing up'], ['responsibility:responsibility']]"
123456789,Madeline,Ludwig Bemelmans,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],
123456789,"I'm like you,you're like me",Cindy Gainer,desc(isbn_from_words(bookList[i][0])),"['help others', 'cooperation/working together']",
123456789,Charlie goes to school,Ree Drummond,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],
123456789,Words to make a friend,Donna Jo Napoli,desc(isbn_from_words(bookList[i][0])),"['cooperation/working together', 'daily tasks/activities/routines', 'similarities/differences']","[['language', 'word learning'], ['social', 'friendship'], ['emotions:Emotions'], ['social:friendship'], ['perception:similarity'], ['perception:continuity'], ['cognition:embodied cognition']]"
123456789,Every body,"Megan Madison,Jessica Ralli,& Tequitia Andrews",desc(isbn_from_words(bookList[i][0])),['critical thinking/problem-solving'],"[['emotions', 'emotional expression'], ['self-acceptance'], ['motivation'], ['body', 'positivity'], ['(dis)ability:diversity'], ['acceptance:acceptance'], ['growth:growth'], ['beauty standards:beauty standards'], ['(dis)ability:(dis)ability']]"
123456789,Alma and how she got her name,Juana Martinez-Neal,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships', 'history', 'connection'], ['culture'], ['self-acceptance'], ['culture:Identity'], ['family:generations'], ['perception:grouping'], ['perception:continuity'], ['activism:activism']]"
123456789,Fry bread: A native American family story,Kevin Noble Maillard,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['perception', 'Gestalt principles', 'similarity'], ['culture', 'history'], ['social', 'cooperation', 'helping others'], ['traditions'], ['language:adjectives'], ['perception:motion perception'], ['emotions:emotions'], ['language:Similes'], ['community:community'], ['resilience:resilience']]"
123456789,Lilly's Purple Plastic Purse,Kevin Henkes,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'anger', 'guilt', 'shame'], ['egocentrism'], ['identity'], ['self-esteem'], ['emotions:sadness'], ['positive reinforcement:positive reinforcement'], ['cognition:theory of mind']]"
123456789,The Rainbow Parade,Emily Neilson,desc(isbn_from_words(bookList[i][0])),[],"[['self-acceptance'], ['culture:Identity'], ['culture:differences'], ['acceptance:acceptance'], ['family:love'], ['emotions:emotions']]"
123456789,The Proudest Blue,Ibtihaj Muhammad with S.K. Ali,desc(isbn_from_words(bookList[i][0])),[],"[['inner strength'], ['family'], ['support'], ['self-esteem'], ['social', 'deindividuation'], ['social:bullying'], ['culture:pride'], ['culture:identity'], ['empowerment:empowerment'], ['emotions:emotions'], ['language:similes'], ['perception:motion perception']]"
123456789,Home is in Between,Mitali Perkins,desc(isbn_from_words(bookList[i][0])),[],"[['adaptation'], ['emotions'], ['perception', 'grouping', 'figure-ground segregation'], ['social:Belonging'], ['body:language'], ['emotions:emotions'], ['emotions:frustration'], ['culture:identity'], ['immigration:immigration'], ['perception:texture'], ['social:friendship'], ['celebration:holidays']]"
123456789,Nesting Dolls,Vanessa Brantley-Newton,desc(isbn_from_words(bookList[i][0])),['confidence'],"[['family', 'history', 'sibling relationships'], ['outer beauty'], ['inner beauty'], ['self-esteem'], ['self-love'], ['uniqueness:Uniqueness'], ['perception:perception'], ['culture:identity'], ['beauty standards:beauty standards'], ['social:belonging']]"
123456789,My Papi has a motorcycle,Isabel Quintero,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'roles'], ['culture', 'history'], ['language', 'word learning'], ['perception', 'figure-ground segregation'], ['family'], ['community'], ['perception:Motion perception'], ['family:relationships'], ['language:adjectives'], ['language:sound effects'], ['change:change'], ['immigration:immigration'], ['perception:relative size'], ['perception:texture gradient']]"
123456789,Special delivery,Alexandra Day and Cooper Edens,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'helping others', 'cooperation'], ['social:kindness'], ['community:community'], ['language:alliteration']]"
123456789,Skippyjon Jones,Judy Schachner,desc(isbn_from_words(bookList[i][0])),['daily tasks/activities/routines'],
123456789,Where are You From,Yamile Saied Mendez,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['culture', 'identity', 'heritage'], ['family', 'relationships'], ['perception', 'light'], ['self-acceptance'], ['culture:identity'], ['home:home'], ['(dis)ability:diversity'], ['social:belonging'], ['emotions:curiosity'], ['perception:foreground/background'], ['perception:relative size'], ['perception:color'], ['multiculturalism:multiculturalism']]"
123456789,Planting stories: the life of librarian and storyteller Pura Belpre,Anika Aldamuy Denise,desc(isbn_from_words(bookList[i][0])),[],"[['culture', 'identity'], ['language', 'word learning'], ['perception', 'grouping', 'figure-ground segregation'], ['immigration:Immigration'], ['language:adjectives'], ['(dis)ability:diversity']]"
123456789,A book about bupkes,Leslie Kimmelman,desc(isbn_from_words(bookList[i][0])),[],"[['changing perspective'], ['cognition', 'cognitive reframing']]"
123456789,Wishes,Mu'o'n Thi Van,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'anxiety', 'fear', 'sadness', 'curiosity'], ['family'], ['culture'], ['immigration:Immigration'], ['perception:motion perception'], ['perception:color'], ['perception:texture'], ['change:change']]"
123456789,Hanukkah upside down,Elissa Brent Wiseman,desc(isbn_from_words(bookList[i][0])),['similarities/differences'],"[['perception', 'grouping', 'figure-ground segregation', 'similarity'], ['family'], ['celebration:holidays'], ['culture:traditions'], ['perception:texture gradient']]"
123456789,A bad case of stripes,David Shannon,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'anxiety', 'fear', 'worrying what others think', 'embarrassment'], ['perception', 'grouping', 'similarity'], ['self-acceptance'], ['social:belonging'], ['social:bullying'], ['change:change']]"
123456789,The English roses,Madonna,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'exclusion', 'kindness'], ['emotions', 'envy'], ['social:Friendship'], ['emotions:loneliness'], ['difficult topics:stereotypes']]"
123456789,Wilfrid Gordon McDonald Partridge,Mem Fox,desc(isbn_from_words(bookList[i][0])),[],
123456789,Fish is fish,Leo Lionni,desc(isbn_from_words(bookList[i][0])),['Development/discontinuous development'],"[['perception', 'proximity', 'grouping', 'similarity'], ['egocentrism'], ['self-acceptance'], ['social:Friendship'], ['change:change']]"
123456789,When we were alone,David A. Robertson,desc(isbn_from_words(bookList[i][0])),['speaking up/standing up for yourself and others'],"[['culture', 'history'], ['family'], ['language', 'repetition'], ['emotions:emotions'], ['social:staying connected'], ['culture:traditions']]"
123456789,Silent music: A story of Baghdad,James Rumford,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'word learning', 'similes'], ['body:language'], ['language:alphabet'], ['culture:identity'], ['emotions:emotions']]"
123456789,The librarian of Basra,Jeanette Winter,desc(isbn_from_words(bookList[i][0])),"['speaking up/standing up for yourself and others', 'help others']","[['emotions', 'fear'], ['moral development'], ['community:Community']]"
123456789,Jingle Dancer,Cynthia Leitich Smith,desc(isbn_from_words(bookList[i][0])),['help others'],"[['culture', 'history'], ['family'], ['culture:traditions'], ['community:community'], ['language:sound effects']]"
123456789,one Fish two Fish red Fish blue Fish,Dr. Seuss,desc(isbn_from_words(bookList[i][0])),[],"[['emotions'], ['actions and consequences'], ['comparison:comparison'], ['language:adjectives'], ['categories:categories'], ['perception:relative size'], ['perception:texture gradient'], ['language:rhyming']]"
123456789,the paper bag Princess,Robert Munsch,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'standing up for yourself and others'], ['cognition', 'critical thinking', 'problem-solving', 'creative thinking'], ['gender', 'stereotypes', 'breaking norms'], ['emotions:emotions']]"
123456789,don't let the pigeon Drive the bus,Mo Willems,desc(isbn_from_words(bookList[i][0])),[],
123456789,Pete the cat: too cool for school,Kimberly and James Dean,desc(isbn_from_words(bookList[i][0])),[],"[['listening'], ['self-acceptance'], ['language:repetition']]"
123456789,Sam and the firefly,PD Eastman,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'color'], ['moral development'], ['actions and consequences'], ['contrast'], ['language:repetition'], ['social:friendship'], ['language:rhyming'], ['emotions:emotions']]"
123456789,Let's appreciate everyone,Bracha Goetz,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'inclusivity', 'exclusion', 'relationships'], ['culture:differences'], ['acceptance:acceptance'], ['emotions:emotions'], ['(dis)ability:diversity']]"
123456789,Included,Jayneen Sanders,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism', 'ADHD', 'cerebral palsy', 'deafness', 'limb differences', 'prosthetics'], ['body', 'bodily autonomy', 'consent'], ['social', 'inclusivity', 'helping others'], ['language', 'sign language'], ['sensory processing challenges'], ['cognition', 'mindfulness'], ['(dis)ability:diversity'], ['social:belonging'], ['(dis)ability:(dis)ability'], ['culture:identity'], ['(dis)ability:Down syndrome'], ['social:friendship'], ['emotions:emotions'], ['emotions:empathy']]"
123456789,Ali and the sea stars,Ali stroker,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'grouping', 'depth perception'], ['cognition', 'cognitive flexibility', 'problem-solving', 'functional fixedness', 'rehearsal'], ['social', 'cooperation'], ['culture:identity'], ['perception:motion perception']]"
123456789,Phoenix gets greater,Marty Wilson-Trudeau and Phoenix Wilson,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'roles', 'expression'], ['family'], ['family:relationships'], ['social:friendship'], ['social:bullying'], ['emotions:emotions'], ['acceptance:acceptance']]"
123456789,More than words,Roz Maclean,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'Gestalt principles', 'continuity'], ['social', 'inclusivity', 'communication'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['perception:similarity'], ['emotions:emotions']]"
123456789,Boys don't fry,Kimberly Lee,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'similarity', 'Gestalt principles', 'continuity'], ['family'], ['gender', 'roles'], ['observational learning'], ['language:word learning']]"
123456789,don't blow your top,Ame Dyckman,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'managing emotions'], ['emotions:emotions'], ['math:counting']]"
123456789,Say Zoop,Herve Tullet,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'Gestalt principles', 'continuity', 'relative size']]"
123456789,proud mouse,Cara Mentzel & Idina Menzel,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'grouping'], ['comparison'], ['family'], ['uniqueness'], ['self-acceptance'], ['self-concept'], ['self-esteem'], ['social:friendship'], ['different:being different']]"
123456789,"pink,blue,and you!",Elise Gravel,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'identity', 'identity', 'stereotypes'], ['culture', 'differences', 'differences'], ['family', 'different types of familes']]"
123456789,different like me,Xochitl Dixon,desc(isbn_from_words(bookList[i][0])),[],"[['racial diversity'], ['ethnic diversity'], ['language', 'repetition'], ['racial diversity'], ['ethnic diversity'], ['(dis)ability', 'diversity'], ['social', 'helping others'], ['culture:differences'], ['culture:similarities'], ['(dis)ability:diversity'], ['emotions:emotions'], ['perception:motion perception'], ['perception:relative size']]"
123456789,and Tango makes three,Justin Richardson and Peter Parnell,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'different types of familes', 'caring for each other'], ['responsibility'], ['patience:patience'], ['acceptance:acceptance'], ['perception:texture gradient'], ['perception:relative size']]"
123456789,Drawn together,Mihn Le,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'grouping', 'figure-ground segregation'], ['family'], ['persistence'], ['culture'], ['cognition', 'problem-solving'], ['perspective-taking'], ['family:generations'], ['cognition:theory of mind']]"
123456789,we're all wonders,RJ Palacio,desc(isbn_from_words(bookList[i][0])),['similarities/differences'],"[['perception', 'grouping', 'similarity', 'continuity'], ['social:bullying'], ['emotions:emotions'], ['imagination:imagination'], ['creativity:creativity'], ['social:kindness'], ['perception:proximity'], ['perception:motion perception']]"
123456789,love without bounds: an IntersectionAllies book about families,"Chelsea  Johnson,LaToya  Council and Carolyn Choi",desc(isbn_from_words(bookList[i][0])),[],"[['family', 'blended', 'different types of families', 'adoption', 'military familes'], ['language:rhyming'], ['(dis)ability:diversity'], ['family:new siblings'], ['difficult topics:divorce'], ['family:chosen family'], ['culture:traditions']]"
123456789,together: the first conversation about love,"Megan Madison, Jessica Ralli & Anne/Andy Passchier",desc(isbn_from_words(bookList[i][0])),['different types of family'],"[['racial diversity'], ['ethnic diversity'], ['perception', 'grouping'], ['(dis)ability', 'diversity'], ['gender', 'diversity'], ['self-love']]"
123456789,Bowwow powwow,Brenda J child,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'grouping', 'continuity'], ['culture', 'history', 'traditions'], ['family'], ['community'], ['perception:similarity'], ['perception:motion perception']]"
123456789,a family like ours,Frank Murphy & Alice Lee,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'grouping', 'similarity'], ['family', 'relationships', 'history', 'functions', 'adoption', 'different types of families', 'found'], ['(dis)ability:diversity']]"
123456789,say my name,Joanna Ho,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive', 'word learning', 'literal vs. figurative language'], ['culture', 'history', 'pride'], ['family', 'relationships'], ['perception', 'grouping'], ['self-perception'], ['culture:identity'], ['names have meaning:names have meaning'], ['pride in name:pride in name'], ['perception:motion perception'], ['family:generations'], ['perception:relative size']]"
123456789,My mother's tongues: a weaving of languages,Uma Menon,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['perception', 'proximity', 'grouping', 'similarity'], ['multilingual text', 'code-switching'], ['language', 'bilingual speaking'], ['language:word learning'], ['language:Literal vs. figurative language'], ['language:bilingual speaking'], ['immigration:immigration']]"
123456789,Seoul food,Erin Danielle Russell,desc(isbn_from_words(bookList[i][0])),[],"[['culture', 'foods', 'identity', 'traditions'], ['perception', 'proximity', 'grouping', 'similarity', 'continuity'], ['family', 'relationships'], ['cognition', 'problem-solving'], ['emotions:emotions'], ['language:word learning']]"
123456789,a kid is a kid is a kid,Sara O'Leary,desc(isbn_from_words(bookList[i][0])),['Similarities/differences'],"[['perception', 'proximity', 'grouping', 'similarity'], ['perception:motion perception']]"
123456789,just ask,Sonia Sotomayor,desc(isbn_from_words(bookList[i][0])),"['similarities/differences', 'children in wheelchairs', 'children with hearing aids']","[['social', 'speaking up for yourself and others'], ['(dis)ability', 'autism', 'ADHD', 'dyslexia', 'diversity'], ['labels'], ['categories'], ['tolerance:tolerance'], ['(dis)ability:Down syndrome'], ['different:individual differences']]"
123456789,how to build a hug: Temple Grandin and her amazing squeeze machine,Amy Guglielmo & Jacqueline Tourville,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['language', 'descriptive'], ['emotions'], ['cognition', 'problem-solving'], ['sensory processing challenges'], ['culture:identity']]"
123456789,Charlie makes a splash,"Holly Robinsonn Peete,RJ Peete and Shane W. Evans",desc(isbn_from_words(bookList[i][0])),['similarities/differences'],"[['(dis)ability', 'autism'], ['family', 'relationships'], ['sensory processing challenges'], ['different:comparisons'], ['acceptance:acceptance'], ['family:sibling relationships']]"
123456789,we are water protectors,Carole Lindstrom,desc(isbn_from_words(bookList[i][0])),"['caring for the environment', 'Environmental consequences of industrialization and greed']","[['language', 'descriptive'], ['perception', 'color', 'grouping', 'similarity', 'continuity'], ['perception:motion perception'], ['language:repetition']]"
123456789,Hair twins,Raakhee Mirchandani,desc(isbn_from_words(bookList[i][0])),['similarities/differences'],"[['family', 'activities', 'parent-child relationships'], ['perception', 'proximity', 'grouping', 'similarity', 'continuity'], ['language', 'descriptive'], ['language:Literal vs. figurative language'], ['perception:motion perception']]"
123456789,little pea,Amy Krouse Rosenthal,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['family', 'parent-child relationships'], ['perception:relative size'], ['perception:motion perception'], ['math:counting'], ['family:time']]"
123456789,Hooway for Wodney Wat,Helen Lester,desc(isbn_from_words(bookList[i][0])),[],
123456789,our spot,Lindsay Ward,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'traditions'], ['language', 'descriptive'], ['perception', 'grouping', 'similarity', 'continuity'], ['math:counting'], ['perception:motion perception'], ['perception:proximity']]"
123456789,Du iz tak?,Carson Ellis,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'cooperation'], ['cognition', 'problem-solving'], ['language', 'phonemes'], ['language:repetition'], ['language:word learning'], ['emotions:emotions'], ['perception:motion perception']]"
123456789,the paperboy,Dav Pilkey,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['perception', 'proximity', 'grouping', 'similarity', 'shadow'], ['categories:categories'], ['perception:relative size'], ['perception:foreground/background']]"
123456789,go dog go,PD Eastman,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['social', 'social routines'], ['perception:relative size'], ['perception:motion perception'], ['language:adjectives']]"
123456789,what makes us human,Victor D.O. Santos,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['culture'], ['perception:relative size'], ['family:Time'], ['growth:growth'], ['(dis)ability:diversity']]"
123456789,the wolves in the walls,Neil Gaiman,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['family', 'parent-child relationships', 'interactions'], ['language:Word learning'], ['cognition:creative thinking/solutions']]"
123456789,all about corduroy,Don Freeman,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['cognition', 'reasoning and decision making skills'], ['perception', 'grouping', 'similarity', 'continuity'], ['family', 'parent-child relationships', 'interactions'], ['emotions:curiosity'], ['categories:categories'], ['perception:relative size'], ['perception:proximity']]"
123456789,love makes a family,Sophie beer,desc(isbn_from_words(bookList[i][0])),"['Different types of family', 'Daily tasks/activities/routines']","[['family', 'activities'], ['perception', 'motion', 'grouping', 'similarity', 'continuity'], ['(dis)ability:diversity'], ['perception:proximity']]"
123456789,Pinkalicious,Victoria Kann & Elizabeth Kann,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['family', 'activities', 'interactions'], ['cognition', 'cognitive development'], ['perception:foreground/background'], ['perception:motion perception'], ['cognition:cause and effect'], ['emotions:emotions']]"
123456789,the three snow bears,Jan Brett,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'interactions'], ['social', 'helping others'], ['moral development'], ['perception:relative size'], ['cognition:cause and effect']]"
123456789,how to get your octopus to school,Becky Scharnhorst,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'grouping', 'figure-ground segregation', 'continuity', 'similarity'], ['self-esteem'], ['emotions:emotions'], ['first day of school:first day of school']]"
123456789,giant size butterfliees on my first day of school,Justin Roberts,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'anxiety', 'fear'], ['family', 'parent-child relationships', 'interactions'], ['emotions:emotions'], ['first day of school:first day of school'], ['language:rhyming']]"
123456789,just help,Sonia have,desc(isbn_from_words(bookList[i][0])),['caring for the environment'],"[['social', 'helping others', 'cooperation'], ['perception', 'grouping'], ['(dis)ability:diversity'], ['community:community'], ['community support:community support'], ['paying it forward:paying it forward']]"
123456789,"Bitsy Bat,school star",Kaz Windness,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['emotions', 'anxiety', 'fear'], ['language', 'literal vs. figurative language'], ['different perspectives'], ['perception', 'grouping'], ['family', 'relationships'], ['cognition', 'problem-solving'], ['self-esteem'], ['emotions:emotions'], ['perception:relative size'], ['different:being different'], ['social:bullying'], ['community:community'], ['different:Individual differences']]"
123456789,the girl who thought in pictures: the story of Dr. Temple Grandin,Julia Finley Mosca,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['(dis)ability', 'autism'], ['self-acceptance'], ['language:rhyming'], ['perception:motion perception'], ['social:bullying'], ['acceptance:acceptance'], ['cognition:creative thinking/solutions']]"
123456789,Challah day,Charlotte Offsay,desc(isbn_from_words(bookList[i][0])),['cooperation/working together'],"[['family', 'interactions', 'traditions'], ['language:rhyming'], ['perception:motion perception'], ['celebration:holidays']]"
123456789,Bee-bim Bop!,Linda Sue Park,desc(isbn_from_words(bookList[i][0])),"['Daily tasks/activities/routines', 'help others']","[['culture', 'foods'], ['family', 'generations', 'interactions', 'parent-child relationships'], ['perception', 'grouping', 'figure-ground segregation'], ['language:rhyming'], ['language:repetition'], ['perception:motion perception'], ['perception:visual attention']]"
123456789,Yenebi's drive to school,Sendy Santamaria,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['culture', 'foods'], ['language:Word learning'], ['family:sibling relationships'], ['immigration:immigration'], ['borders:borders'], ['patience:patience'], ['multilingual text:multilingual text']]"
123456789,A family is a family is a family,Sara O'Leary,desc(isbn_from_words(bookList[i][0])),['different types of family'],"[['family', 'blended'], ['gay marriage'], ['perception:motion perception'], ['difficult topics:divorce'], ['family:new baby']]"
123456789,Stolen words,Melanie Florence,desc(isbn_from_words(bookList[i][0])),['help others'],"[['family', 'generations', 'interactions'], ['culture', 'memory'], ['perception', 'grouping', 'figure-ground segregation'], ['trauma'], ['emotions:emotions'], ['culture:Memory'], ['language:word learning'], ['perception:motion perception']]"
123456789,we move together,"Kelly Fritsch,Anne McGuire and Eduardo Trejos",desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['social', 'helping others', 'multiple types of communication'], ['contrast'], ['perception', 'motion'], ['cognition', 'problem-solving'], ['(dis)ability', 'wheelchairs', 'hearing aids', 'blindness'], ['(dis)ability:diversity'], ['emotions:emotions'], ['social:social justice'], ['difficult topics:discrimination']]"
123456789,"mango,Abuela,and me",Meg Medina,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving', 'learning'], ['perception', 'proximity', 'grouping', 'similarity'], ['family', 'interactions', 'caring for each other'], ['multilingual text', 'code-switching'], ['family:generations'], ['language:Word learning'], ['internal motivation to learn:internal motivation to learn'], ['language:repetition'], ['challenges in a new place:Challenges in a new place']]"
123456789,Teddy's favorite toy,Christian Trimmer,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'proximity', 'grouping', 'similarity', 'motion'], ['gender', 'breaking norms']]"
123456789,the crayon man,Natascha Biebow,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['comparison:comparison'], ['emotions:emotions'], ['cognition:creative thinking/solutions'], ['categories:categories']]"
123456789,Boys dance,John Robert Allman,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'breaking norms'], ['perception', 'motion'], ['(dis)ability:diversity'], ['language:rhyming'], ['dream big/following dreams:Dream big/following dreams']]"
123456789,Sharice's big voice: a native kid becomes a congressman,Sharice Davids with Nancy K. Mays,desc(isbn_from_words(bookList[i][0])),"['determination', 'perseverance']","[['cognition', 'critical thinking', 'problem-solving'], ['culture', 'history'], ['dream big/following dreams:dream big/following dreams'], ['personal history:personal history']]"
123456789,six dots: the story of young Louis Braille,Jen Bryant,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['social', 'helping others'], ['emotions:emotions'], ['persistence:persistence'], ['(dis)ability:(dis)ability'], ['dream big/following dreams:dream big/following dreams']]"
123456789,it feels good to be yourself: a book about gender identity,Theresa Thorn,desc(isbn_from_words(bookList[i][0])),['Understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'diversity', 'identity', 'breaking the binary'], ['perception', 'grouping', 'figure-ground segregation'], ['gender:nonconformity'], ['acceptance:acceptance'], ['gender:transgender child']]"
123456789,mixed me,Taye Diggs,desc(isbn_from_words(bookList[i][0])),[],
123456789,Kind like Marsha: learning from LGBTQ+ leaders,Sarah Prager,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'standing up for yourself and others'], ['culture:values'], ['language:adjectives'], ['activism:activism'], ['(dis)ability:diversity']]"
123456789,dancing hands: how Teresa Carreno played the piano for President Lincoln,Margarita Engle,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'managing emotions', 'anxiety', 'fear'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['language:Literal vs. figurative language'], ['emotions:sadness'], ['emotions:homesickness'], ['emotions:empathy'], ['language:verbs'], ['immigration:immigration'], ['dream big/following dreams:dream big/following dreams']]"
123456789,dragons love tacos,Adam Rubin,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'proximity', 'grouping', 'similarity'], ['actions and consequences'], ['different:comparisons'], ['language:Literal vs. figurative language']]"
123456789,born ready: the true story of a boy named Penelope,Jodie Patterson,desc(isbn_from_words(bookList[i][0])),"['perseverance', 'Learning to stand up for yourself']","[['family', 'interactions', 'parent-child relationships'], ['gender', 'identity'], ['perception', 'motion'], ['self-concept'], ['gender:transgender child'], ['language:adjectives'], ['comparison:comparison'], ['family:sibling relationships'], ['gender:Pronouns'], ['gender:pronouns changing over time'], ['acceptance:acceptance'], ['family:love']]"
123456789,Mary wears what she wants,Keith Negley,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive'], ['gender', 'breaking norms', 'roles'], ['perception:motion perception'], ['emotions:emotions']]"
