ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags,Language
9780763619848.0,two homes,claire masurel,nan,['daily tasks/activities/routines'],"[['family', 'structures'], ['difficult topics:divorce'], ['two houses but same activities:two houses but same activities'], ['shows the same rooms:shows the same rooms'], ['home:home'], ['social:friendship'], ['social:unconditional love']]",english
9781849397278.0,two shy pandas,julia jarman & susan varley,nan,[],nan,english
9781499810080.0,uncle bobby's wedding,sarah s. brannen,"chloe's favorite uncle is getting married, and she's not happy about it.
but after a magical day with uncle bobby and his boyfriend, jamie, chloe
realizes she's not losing an uncle, but gaining one. selected by kirkus
reviews as one of the best picture books of 2020 and by the american
library association as a 2021 rainbow book list title, celebrate family
with this gorgeous picture book. featured on bank street's best books of
the year list . ""a joyous, heartwarming, sweet-and essential-update.""
kirkus reviews, starred review ""those we love, [soto] and brannen show,
needn't change just because they love someone else, too-there's plenty of
room in the human heart."" publishers weekly ""a large-hearted affirmation of
society's newest kind of wedding."" booklist ""valiant, valid, validating,
valuable."" gregory maguire, author of wicked ""with warm, richly colored,
and expressive illustrations by lucia soto, the book, published in
partnership with glaad, serves as a gentle and welcome celebration of the
different shapes love and family can take."" boston globe when chloe's
favorite uncle announces that he's getting married, everyone is excited.
everyone except chloe, that is. what if uncle bobby no longer has time for
picnics, swimming, or flying kites? chloe just wants to keep having fun
with her favorite uncle, but she's afraid everything is going to change.
can uncle bobby and his boyfriend jamie show chloe that, when it comes to
family, the more the merrier? in this inspiring, love-filled story, chloe
learns just what family means. produced in coordination with glaad, this
adorable picture book is a positive example of same-sex marriage and a
celebration of family.",[],"[['denial'], ['gay marriage:gay marriage'], ['social:attachment/secure attachment'], ['cognition:cognitive dissonance'], ['acceptance:acceptance']]",english
9781250832122.0,until someone listens,estela juarez with lissette norman,"""the true story of estela jaurez, a young american girl who writes letters
to her local newspaper, to congress, and even to the president, pleading
for someone to listen and reunite her family after her mother's
deportation""--",[],"[['multilingual text', 'code-switching'], ['family'], ['immigration:immigration'], ['activism:activism'], ['difficult topics:talking about difficult topics'], ['social:social justice']]","spanish, english"
9781368076739.0,wakanda forever,frederick joseph,"set in the world of black panther: wakanda forever from marvel studios, the
courage to dream is an inspiring picture book about a young wakandan
finding her destiny, from two new york times best-selling creators. the
courage to dream tells the story of assata, a young wakandan who hopes to
become one of the dora milaje, the warriors who protect wakanda. but
because of assata's disability, she lets go of her dream. assata's light
shows through all the same, introducing her to surprising friends: the
princess shuri, the warrior okoye, and the powerful m'baku. but only assata
can give herself what she's missing: the courage to dream. new york times
best-selling author frederick joseph (the black friend) and new york times
best-selling illustrator nikkolas smith (the 1619 project: born on the
water) bring wakanda to life in this inspiring picture book about
discovering who you can truly be.",['help others'],nan,english
9781580897723.0,we are grateful,traci sorell,"2019 sibert honor book 2019 orbis pictus honor book npr's guide to 2018’s
great reads 2018 book launch award (scbwi) kirkus reviews best books of
2018 school library journal best books of 2018 2018 jlg selection 2019
reading the west picture book award the cherokee community is grateful for
blessings and challenges that each season brings. this is modern native
american life as told by an enrolled citizen of the cherokee nation. the
word otsaliheliga (oh-jah-lee-hay-lee-gah) is used by members of the
cherokee nation to express gratitude. beginning in the fall with the new
year and ending in summer, follow a full cherokee year of celebrations and
experiences. written by a citizen of the cherokee nation, this look at one
group of native americans is appended with a glossary and the complete
cherokee syllabary, originally created by sequoyah. ""a gracious, warm, and
loving celebration of community and gratitude""—kirkus reviews starred
review ""the book underscores the importance of traditions and carrying on a
cherokee way of life""—horn book starred review ""this informative and
authentic introduction to a thriving ancestral and ceremonial way of life
is perfect for holiday and family sharing""—school library journal starred
review ""an elegant representation""—shelf awareness starred review",['cooperation/working together'],"[['social', 'connection'], ['culture', 'customs', 'values'], ['family', 'generations', 'history'], ['language:word learning'], ['first nation:first nation'], ['emotions:gratitude'], ['culture:traditions'], ['culture:identity'], ['culture:memory'], ['food:food'], ['culture:history'], ['seasons:seasons'], ['seasonal activities:seasonal activities'], ['community:community']]","english, cherokee"
9781368003551.0,we don't eat our classmates,ryan t. higgins,nan,[],"[['social', 'withdrawn rejected child category'], ['starting school:starting school'], ['social:making friends']]",english
9780679832270.0,"we're different,we're the same",sesame street,"who better than elmo and his sesame street friends to teach us that though
we may all look different on the outside—deep down, we are all very much
alike? elmo and his sesame street friends help teach toddlers and the
adults in their lives that everyone is the same on the inside, and it's our
differences that make this wonderful world, which is home to us all, an
interesting—and special—place. this enduring, colorful, and charmingly
illustrated book offers an easy, enjoyable way to learn about
differences—and what truly matters. we’re different, we’re the same is an
engaging read for toddlers and adults alike that reinforces how we all have
the same needs, desires, and feelings.","['racial/ethnic diversity', ""we're different but the same""]","[['emotions', 'emotional regulation', 'emotional recognition'], ['body', 'image', 'parts', 'shapes and sizes'], ['self-acceptance'], ['self-esteem'], ['comparison:comparison'], ['function of the skin:function of the skin'], ['culture:pride'], ['perception:similarity'], ['different:embracing differences'], ['different:individual differences']]",nan
9781561447312.0,welcome mei su and other tales,gyo fujikawa,nan,[],nan,english
9780316542067.0,what are your words?,katherine locke,"ari knows a lot of words for neighbors, including the pronouns each
prefers, and with help from uncle lior, who always asks ""what are your
words,"" figures out which pronouns--and other words--fit best today.",['biological sex'],"[['(dis)ability', 'diversity'], ['gender', 'diversity', 'fluidity', 'transgender', 'pronoun diversity'], ['biological sex'], ['culture:identity'], ['gender:expression'], ['gender:dysphoria'], ['gender:pronoun diversity'], ['gender:inclusive pronouns'], ['gender:pronouns'], ['gender:pronouns changing over time'], ['psychological condition:psychological condition'], ['intersectionality:intersectionality']]",english
9781938298073.0,what do you do with an idea?,kobi yamada,"a young boy comes up with an idea and he keeps it safe until one day he
realizes the amazing power it can have.","['perseverance', 'speaking up/standing up for yourself and others']","[['self-confidence'], ['ideas:ideas'], ['perception:color'], ['perception:motion'], ['cognition:cognition'], ['growth:growth'], ['change:change']]",english
9781728210087.0,what is family on sesame street?,Craig Manning,"family is where the heart is. from world-renowned children's brand sesame
street comes a new, heartwarming title in the series with new york times
bestseller love. featuring inspiration from beloved sesame characters, what
is family? reminds you that even though every family is different, home is
where your loved ones are. this inspiring picture book is a beautiful gift
for all types of families. when you think of a ""family,"" what comes to
mind? how would you describe it? which words do you find? no exact meaning
quite fits like a glove. except maybe this one: it's all about love.",[],"[['family', 'generations', 'activities', 'functions'], ['change'], ['language:rhyming'], ['(dis)ability:diversity'], ['family:relationships'], ['social:staying connected'], ['family:chosen family'], ['perception:continuity'], ['perception:grouping'], ['perspective:perspective']]",english 
9781849764292.0,"what's that noise,this book is calling you",isabel minhos martins and madlena matoso,nan,['adventure'],"[['perception', 'gestalt principles', 'engaging multiple senses'], ['language', 'descriptive'], ['perception:tactile sensations'], ['social:friendship']]",nan
9780805096149.0,what's your favorite color?,eric carle and friends,"fifteen beloved children's book artists draw their favorite colors and
explain why they love them.",[],nan,english
9780370007724.0,where the wild things are,maurice sendak,nan,[],nan,english
9781785927287.0,who are you? the kid's guide to gender identity,brook pessin-whedbee,"this book introduces children to gender as a spectrum and shows how people
can bend and break the gender binary and stereotypes. it includes an
interactive wheel, clearly showing the difference between our body,
expression and identity, and is an effective tool to help children 5+
understand and celebrate diversity.",[],"[['gender', 'binary', 'spectrum', 'identity'], ['self-expression'], ['gender:expression'], ['(dis)ability:diversity'], ['gender:breaking the binary'], ['gender:fluidity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best']]",english
9780670011926.0,wink the ninja who wanted to nap,j.c. phillips,"it's tiring being the famous 'nimble ninja'! wink needs a nap. but his fans
need him! how can he get some shut-eye if they follow him everywhere?
finally, master zutsu has a plan. but will it work?",['help others'],"[['family', 'caring for each other'], ['self-confidence'], ['social:popularity'], ['culture:pride'], ['imagination:imagination'], ['emotions:frustration']]",english
9781510756298.0,world cup women,meg walters,"this is the illustrated story of 23 soccer players who worked together to
become world cup champions and heroes to millions of men, women, boys, and
girls across america and around the world. in july 2019, a record number of
people all around the world tuned in to watch the women's world cup, which
took place in france. fifty-two games, twenty-four teams, four weeks . . .
one winner. megan rapinoe had waited for this day since she attended a
world cup game as a teenager, and alex morgan had set her sights on a world
cup victory of her own as she watched mia hamm, brandi chastain, and team
usa win in 1999. years of hard work, determination, and practice put megan,
alex, and their teammates in the perfect position, and they took full
advantage. rose lavelle, tobin heath, alyssa naeher, crystal dunn, ali
krieger, julie ertz, carli lloyd, and the rest of the us women's national
team returned home from france with the title, the trophy, and their
nation's pride, becoming the first team in history to win four women's
world cup titles! new york city threw a parade in their honor, and fans
lined the streets, clapping and cheering and chanting their names. these
women were on top of the world—they'd come so far. they'd achieved their
dreams! world cup women highlights team usa's tournament experience and
provides a glimpse into what shot them to the top . . . and what may keep
them there a little longer.",['cooperation/working together'],"[['persistence'], ['female empowerment:female empowerment'], ['family:time'], ['individual strengths:individual strengths']]",english
9780593383322.0,yes! no! a first conversation about consent,"megan madison,jessica ralli,& isabel roxas","based on the research that race, gender, consent, and body positivity
should be discussed with toddlers on up, this read-aloud board book series
offers adults the opportunity to begin important conversations with young
children in an informed, safe, and supported way. developed by experts in
the fields of early childhood development and activism against injustice,
this topic-driven book offers clear, concrete language and imagery to
introduce the concept of consent. this book serves to normalize and
celebrate the experience of asking for and being asked for permission to do
something involving one's body. it centers on respect for bodily autonomy,
and reviews the many ways that one can say or indicate ""no."" while young
children are avid observers and questioners of their world, adults often
shut down or postpone conversations on complicated topics because it's hard
to know where to begin. research shows that talking about issues like race,
gender, and our bodies from the age of two not only helps children
understand what they see, but also increases self-awareness, self-esteem,
and allows them to recognize and confront things that are unfair, like
discrimination and prejudice. these books offer a supportive approach that
considers both the child and the adult. illustrative art accompanies the
simple and interactive text, and the backmatter offers additional resources
and ideas for extending this discussion.",['bodily autonomy/consent'],nan,english
9781338630749.0,you are enough,margaret o'hair,"ba beautiful and inclusive picture book all about celebrating being
yourself from down syndrome advocate and viral sensation sofia sanchez /b
it can be hard to be different-whether because of how you look, where you
live, or what you can or can't do. but wouldn't it be boring if we were all
the same? being different is great being different is what makes you you.
this inclusive and empowering picture book from sofia sanchez-an 11-year-
old model and actress with down syndrome-reminds readers how important it
is to embrace your differences, be confident, and be proud of who you are.
imagine all of the wonderful things you can do if you don't let anyone stop
you you are enough just how you are. sofia is unique, but her message is
universal: we all belong. so each spread features beautiful, full-color
illustrations of a full cast of kid characters with all kinds of
backgrounds, experiences, and abilities. this book also includes back
matter with a brief bio of sofia and her journey so far, as well as
additional information about down syndrome and how we can all be more
accepting, more inclusive, and more kind.","['children in wheelchairs', 'racial/ethnic diversity', 'information about down syndrome']","[['(dis)ability', 'down syndrome', 'diversity'], ['skin tone'], ['body', 'shapes and sizes'], ['social:inclusivity'], ['(dis)ability:down syndrome'], ['empowerment:empowerment'], ['skin pigmentation:skin pigmentation'], ['majority of characters are white:majority of characters are white'], ['language:repetition']]",english
9780399233920.0,you are my i love you,maryann cusimano love,"the all-time classic, bestselling ode to the love shared between parent and
child. perfect for new parents, baby showers, and sharing at bedtime. a day
in the life of parent and child—full of smiles and giggles, messes and
meals, boundless energy and well-earned rest. not to mention lots of love.
here, in simple, rhyming verse accompanied by colorful, playful
illustrations by world-renowned artist satomi ichikawa, is one such day.
share it with others and treasure the memories.",[],nan,no language given
9781589796669.0,you be you,jonathan branfman,"after exploring his ocean home and seeing many different types of sea life,
a young fish named adri talks to his parents and learns that differences
make the world colorful and beautiful.",['understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'binary', 'diversity', 'fluidity', 'identity'], ['self-expression'], ['self-identity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best'], ['gender:breaking the binary'], ['sexual attraction spectrum:sexual attraction spectrum'], ['intersectionality:intersectionality'], ['difficult topics:discrimination'], ['difficult topics:stereotypes']]",english
9781943147724.0,your name is a song,jamilah thompkins bigelow,"includes glossary of names featured in the story, with their common
pronunciations and meanings.",[],"[['social', 'standing up for yourself and others', 'speaking up for yourself and others'], ['culture', 'pride'], ['rhythm'], ['starting school:starting school'], ['pride in name:pride in name'], ['culture:pride'], ['names have meaning:names have meaning'], ['(dis)ability:diversity'], ['social:inclusivity'], ['social:belonging'], ['cognition:creative thinking/solutions'], ['social:bullying'], ['emotions:emotions'], ['perception:motion'], ['persistence:persistence']]",english
9780062798923.0,dress like a girl,patricia toht,nan,[],"[['language', 'descriptive'], ['gender', 'breaking norms'], ['self-acceptance'], ['self-expression'], ['language:rhyming'], ['dream big/following dreams:dream big/following dreams'], ['perception:motion'], ['language:adjectives'], ['(dis)ability:diversity'], ['self:being yourself']]",english
9780593376003.0,a grandma's magic,charlotte offsay,nan,['daily tasks/activities/routines'],"[['family', 'relationships', 'generations'], ['perception:motion perception'], ['family:love']]",english
9781368027656.0,the upper case: trouble in capital city,tara lazar,nan,"['detective story', 'punctuation marks', 'critical thinking/problem-solving']",nan,nan
9781684019687.0,always anjali,sheetal sheth,"anjali and her friends are excited to get matching personalized license
plates for their bikes. but anjali can't find her name. to make matters
worse, she gets bullied for her ""different"" name, and is so upset she
demands to change it. when her parents refuse and she is forced to take
matters into her own hands, she winds up learning to celebrate who she is
and carry her name with pride and power. a timeless story about
appreciating what makes us special and honoring our differences.",[],"[['culture'], ['celebration:celebration'], ['growing up:growing up'], ['different:being different'], ['social:belonging'], ['social:bullying'], ['pride in name:pride in name'], ['emotions:sadness'], ['cognition:creative thinking/solutions'], ['social:friendship'], ['uniqueness:uniqueness']]",nan
9780593462331.0,can we please give the police department to the grandmothers?,junauda petrus,"based on the viral poem by coretta scott king honoree junauda petrus, this
picture book debut imagines a radicially positive future where police
aren’t in charge of public safety and community well-being. petrus first
published and performed this poem after the shooting of michael brown in
ferguson, missouri in 2014. with every subsequent police shooting, it has
taken on new urgency, culminating in the 2020 murder of george floyd by a
minneapolis police officer, blocks from junauda's home. in its picture book
incarnation, can we please give the police department to the grandmothers?
is a joyously radical vision of community-based safety and mutual aid. it
is optimisitic, provocative, and ultimately centered in fierce love. debut
picture book artist kristen uroda has turned junauda's vision for a city
without precincts into a vibrant and flourishing urban landscape filled
with wise and loving grandmothers of all sorts.",[],"[['culture', 'history'], ['family:love']]",nan
9781433832789.0,they're so flamboyant,michael genhart,"follows the reaction of a neighborhood of birds, from a congress of crows
to a gaggle of geese, when a flamboyance of flamingos moves in.",['anxiety/fear'],"[['social', 'inclusivity'], ['changing perspective'], ['self-confidence'], ['(dis)ability:diversity'], ['social:exclusion'], ['language:alliteration'], ['language:word learning'], ['categories:categories'], ['self:being yourself'], ['culture:pride'], ['acceptance:acceptance'], ['difficult topics:stereotypes'], ['difficult topics:discrimination']]",nan
9781433816598.0,this day in june,gayle e pitman,"in a wildly whimsical, validating, and exuberant reflection of the lgbt
community, this title welcomes readers to experience a pride celebration
and share in a day when we are all united. also included is a reading guide
chock-full of facts about lgbt history and culture, as well as a 'note to
parents and caregivers' with information on how to talk to children about
sexual orientation and gender identity in age-appropriate ways.",[],"[['social', 'inclusivity'], ['culture:pride'], ['language:rhyming'], ['perception:motion'], ['acceptance:acceptance'], ['different:embracing differences'], ['perception:color'], ['equality:equality'], ['culture:identity'], ['difficult topics:stereotypes'], ['culture:history']]",nan
9781944882198.0,uniquely wired,julia cook,"zak is obsessed with watches. before that it was trains. he owns hundreds
of watches and is quick to tell everyone everything about them. zak also
has autism, so he sometimes responds to the world around him in
unconventional ways. as zak describes his point of view, young readers gain
a better understanding of his behaviors and learn valuable lessons about
patience, tolerance and understanding. parents, teachers, and counselors
can use this book to help teach kids tolerance and acceptance when meeting
children living with autism spectrum disorder. beautiful illustrations and
tips added to the end of the book help kids understand the message of the
story.",[],"[['(dis)ability', 'autism'], ['different perspectives'], ['social', 'relationships'], ['tolerance:tolerance'], ['social:friendship'], ['social:bullying'], ['life skills:life skills'], ['language:metaphors'], ['self:being yourself'], ['acceptance:acceptance']]",nan
9781419759437.0,my powerful hair,carole lindstrom,"after generations of short hair in her family, a little girl celebrates
growing her hair long to connect to her culture and honor the strength and
resilience of those who came before her.",[],"[['culture', 'history', 'values', 'beliefs', 'activities'], ['personal history:personal history'], ['culture:identity'], ['perception:motion'], ['emotions:emotions']]",nan
9781250784575.0,broadway bird,alex timbers,"""louisa is a tiny parakeet with a huge dream: to be a broadway star. but no
matter what she does, everyone keeps telling her she's too small to make it
big! when a chance at her big break comes, louisa learns that no matter how
small you are, with a little talent and a lot of hard work, you can do
anything--even be on broadway""--",['perseverance'],"[['different perspectives'], ['self-acceptance'], ['self:believing in yourself'], ['difficult topics:stereotypes'], ['(dis)ability:diversity'], ['perception:motion perception'], ['social:belonging']]",nan
9780593426944.0,most perfect you,jazmyn simon,"jazmyn simon's debut is a moving love letter to children struggling to
accept themselves inside and out—exactly as they are. this gorgeous picture
book was inspired by a conversation between the author and her daughter. i
was shown all the smiles in the entire world. i looked at all of the many
bright smiles until i found my favorite: your smile. after comparing
herself to other little girls, irie confides in her mama that she feels
something is wrong with her, that she’s not perfect as she is. and so
irie’s mama tells the magical story of how irie was intentionally and
wonderfully made. in fact, irie is made up of all her mother's favorite
things: sparkling eyes, a bright smile, and a kind heart. actor and
activist jazmyn simon's tender picture book emphasizes the unique beauty
and strength of all children, encouraging them to love their most perfect
selves.",[],"[['family', 'relationships'], ['self-acceptance'], ['uniqueness:uniqueness'], ['social:belonging'], ['emotions:emotions'], ['beauty standards:beauty standards']]",nan
9781953859617.0,my brain is magic,prasha sooful,nan,[],"[['language', 'descriptive', 'metaphors'], ['emotions'], ['cognition', 'intuition'], ['perception:motion perception'], ['perception:texture'], ['perception:engaging multiple senses'], ['language:sounds and spelling'], ['multiple aspects of identity:multiple aspects of identity'], ['emotions:emotions']]",nan
9780963944924.0,taking asthma to camp,kim gosselin,nan,"['anxiety/fear', 'daily tasks/activities/routines']","[['comparison'], ['self-acceptance'], ['perception:proximity'], ['perception:similarity'], ['social:friendship'], ['emotions:emotions'], ['growing up:growing up'], ['responsibility:responsibility']]",nan
9780140564396.0,madeline,ludwig bemelmans,"“in an old house in paris that was covered with vines lived twelve little
girls in two straight lines the smallest one was madeline.” nothing
frightens madeline—not tigers, not even mice. with its endearing,
courageous heroine, cheerful humor, and wonderful, whimsical drawings of
paris, the madeline stories are true classics that continue to charm
readers, even after 75 years! ludwig bemelmans (1898-1962) was the author
of the beloved madeline books, including madeline, a caldecott honor book,
and madeline's rescue, winner of the caldecott medal.",['daily tasks/activities/routines'],nan,nan
9781575424361.0,"i'm like you,you're like me",cindy gainer,"illustrations and simple text explore ways in which children are alike and
some ways they may be different.","['help others', 'cooperation/working together']",nan,nan
9780062219206.0,charlie goes to school,ree drummond,"ree drummond, the #1 new york times bestselling author of the pioneer woman
cooks series of books, and her lovable hound charlie create their own fun
kind of classroom in charlie goes to school. with expressive illustrations
by diane degroat, a delicious recipe from ree drummond, and the hilarious
antics of charlie, this hardcover picture book makes an excellent gift.
charlie the ranch dog may be top dog, but he's ready to share his
skills—and his responsibilities. charlie wants to start his own school for
the ranch animals. if suzie, kitty, and walter can learn how to lend a paw,
he can focus on other important things, like napping! ree drummond's
picture book is the perfect back-to-school treat.",['daily tasks/activities/routines'],nan,nan
9780593122273.0,words to make a friend,donna jo napoli,nan,"['cooperation/working together', 'daily tasks/activities/routines', 'similarities/differences']","[['language', 'word learning'], ['social', 'friendship'], ['emotions:emotions'], ['social:friendship'], ['perception:similarity'], ['perception:continuity'], ['cognition:embodied cognition']]",nan
9780593383346.0,every body,"megan madison,jessica ralli,& tequitia andrews","a picture book edition of the board book about body liberation, offering
adults the opportunity to begin important conversations with young children
in an informed, safe, and supported way. developed by experts in the fields
of early childhood and activism against injustice, this topic-driven
picture book offers clear, concrete language and beautiful imagery to
introduce the concept of body liberation. this book serves to celebrate the
uniqueness of your body and all bodies, and addresses the unfair rules and
ideas that currently exist about bodies. it ends with motivational action
points for making the world more fair for all! while young children are
avid observers and questioners of their world, adults often shut down or
postpone conversations on complicated topics because it's hard to know
where to begin. research shows that talking about issues like race and
gender from the age of two not only helps children understand what they
see, but also increases self-awareness, self-esteem, and allows them to
recognize and confront things that are unfair, like discrimination and
prejudice. these books offer a supportive approach that considers both the
child and the adult. stunning art accompanies the simple and interactive
text, and the backmatter offers additional resources and ideas for
extending this discussion.",['critical thinking/problem-solving'],"[['emotions', 'emotional expression'], ['self-acceptance'], ['motivation'], ['body', 'positivity'], ['(dis)ability:diversity'], ['acceptance:acceptance'], ['growth:growth'], ['beauty standards:beauty standards'], ['(dis)ability:(dis)ability']]",nan
9780763693558.0,alma and how she got her name,juana martinez-neal,"""when alma sofia esperanza josé pura candela asks her father why she has so
many names, she hears the story of her name and learns about her
grandparents""--oclc.",[],"[['family', 'parent-child relationships', 'history', 'connection'], ['culture'], ['self-acceptance'], ['culture:identity'], ['family:generations'], ['perception:grouping'], ['perception:continuity'], ['activism:activism']]",nan
9781626727465.0,fry bread: a native american family story,kevin noble maillard,"winner of the 2020 robert f. sibert informational book medal a 2020
american indian youth literature picture book honor winner “a wonderful and
sweet book . . . lovely stuff.” —the new york times book review told in
lively and powerful verse by debut author kevin noble maillard, fry bread
is an evocative depiction of a modern native american family, vibrantly
illustrated by pura belpre award winner and caldecott honoree juana
martinez-neal. fry bread is food. it is warm and delicious, piled high on a
plate. fry bread is time. it brings families together for meals and new
memories. fry bread is nation. it is shared by many, from coast to coast
and beyond. fry bread is us. it is a celebration of old and new,
traditional and modern, similarity and difference. a 2020 charlotte huck
recommended book a publishers weekly best picture book of 2019 a kirkus
reviews best picture book of 2019 a school library journal best picture
book of 2019 a booklist 2019 editor's choice a shelf awareness best
children's book of 2019 a goodreads choice award 2019 semifinalist a
chicago public library best of the best book of 2019 a national public
radio (npr) best book of 2019 an ncte notable poetry book a 2020 ncss
notable social studies trade book for young people a 2020 ala notable
children's book a 2020 ila notable book for a global society 2020 bank
street college of education best children's books of the year list",['daily tasks/activities/routines'],"[['perception', 'gestalt principles', 'similarity'], ['culture', 'history'], ['social', 'cooperation', 'helping others'], ['traditions'], ['language:adjectives'], ['perception:motion perception'], ['emotions:emotions'], ['language:similes'], ['community:community'], ['resilience:resilience']]",nan
9780688128975.0,lilly's purple plastic purse,kevin henkes,"lilly loves everything about school, especially her cool teacher, mr.
slinger. but when lilly brings her purple plastic purse and its treasures
to school and can't wait until sharing time, mr. slinger confiscates her
prized possessions. lilly's fury leads to revenge and then to remorse and
she sets out to make amends. lilly, the star of chester's way and julius,
the baby of the world, is back. and this time she has her name in the title
- something she's wanted all along. if you thought lilly was funny before,
you are in for a treat. so hurry up and start reading. lilly can't wait for
you to find out more about her.",[],"[['emotions', 'anger', 'guilt', 'shame'], ['egocentrism'], ['identity'], ['self-esteem'], ['emotions:sadness'], ['positive reinforcement:positive reinforcement'], ['cognition:theory of mind']]",nan
9780593326589.0,the rainbow parade,emily neilson,"a sweet and celebratory story of a family's first time at pride one day in
june, mommy, mama, and emily take the train into the city to watch the
rainbow parade. the three of them love how all the people in the street are
so loud, proud, and colorful, but when mama suggests they join the parade,
emily feels nervous. standing on the sidewalkis one thing, but walking in
the parade? surely that takes something special. this joyful and affirming
picture book about a family's first pride parade, reminds all readers that
sometimes pride takes practice and there's no ""one way"" to be a part of the
lgbtq+ community.",[],"[['self-acceptance'], ['culture:identity'], ['culture:differences'], ['acceptance:acceptance'], ['family:love'], ['emotions:emotions']]",nan
9780316519007.0,the proudest blue,ibtihaj muhammad with s.k. ali,nan,[],"[['inner strength'], ['family'], ['support'], ['self-esteem'], ['social', 'deindividuation'], ['social:bullying'], ['culture:pride'], ['culture:identity'], ['empowerment:empowerment'], ['emotions:emotions'], ['language:similes'], ['perception:motion perception']]",nan
9780374303679.0,home is in between,mitali perkins,"in the timely yet timeless picture book home is in between, critically
acclaimed author mitali perkins and illustrator lavanya naidu describe the
experience of navigating multiple cultures and embracing the complex but
beautiful home in between. shanti misses the warm monsoon rains in india.
now in america, she watches fall leaves fly past her feet. still, her
family’s apartment feels like a village: mama cooking luchi, funny stories
in bangla, and baba’s big laugh. but outside, everything is different –
trick-or-treating, ballet class, and english books. back and forth, shanti
trudges between her two worlds. she remembers her village and learns her
new town. she watches bollywood movies at home and hollywood movies with
her friends. she is indian. she is also american. how should she define
home?",[],"[['adaptation'], ['emotions'], ['perception', 'grouping', 'figure-ground segregation'], ['social:belonging'], ['body:language'], ['emotions:emotions'], ['emotions:frustration'], ['culture:identity'], ['immigration:immigration'], ['perception:texture'], ['social:friendship'], ['celebration:holidays']]",nan
9780062910943.0,nesting dolls,vanessa brantley-newton,"spanning nearly a century, from 1930s siberia to contemporary brighton
beach, a page turning, epic family saga centering on three generations of
women in one russian jewish family--each striving to break free of fate and
history, each yearning for love and personal fulfillment--and how the
consequences of their choices ripple through time. odessa, 1931. marrying
the handsome, wealthy edward gordon, daria--born dvora kaganovitch--has
fulfilled her mother's dreams. but a woman's plans are no match for the
crushing power of stalin's repressive soviet state. to survive, daria is
forced to rely on the kindness of a man who takes pride in his own
coarseness. odessa, 1970. brilliant young natasha crystal is determined to
study mathematics. but the soviets do not allow jewish students--even those
as brilliant as natasha--to attend an institute as prestigious as odessa
university. with her hopes for the future dashed, natasha must find a new
purpose--one that leads her into the path of a dangerous young man.
brighton beach, 2019. zoe venakovsky, known to her family as zoya, has
worked hard to leave the suffocating streets and small minds of brighton
beach behind her--only to find that what she's tried to outrun might just
hold her true happiness. moving from a siberian gulag to the underground
world of soviet refuseniks to oceanside brooklyn, the nesting dolls is a
heartbreaking yet ultimately redemptive story of circumstance, choice, and
consequence--and three dynamic unforgettable women, all who will face
hardships that force them to compromise their dreams as they fight to
fulfill their destinies.",['confidence'],"[['family', 'history', 'sibling relationships'], ['outer beauty'], ['inner beauty'], ['self-esteem'], ['self-love'], ['uniqueness:uniqueness'], ['perception:perception'], ['culture:identity'], ['beauty standards:beauty standards'], ['social:belonging']]",nan
9780525553410.0,my papi has a motorcycle,isabel quintero,"a celebration of the love between a father and daughter, and of a vibrant
immigrant neighborhood, by an award-winning author and illustrator duo.
when daisy ramona zooms around her neighborhood with her papi on his
motorcycle, she sees the people and places she's always known. she also
sees a community that is rapidly changing around her. but as the sun sets
purple-blue-gold behind daisy ramona and her papi, she knows that the love
she feels will always be there. with vivid illustrations and text bursting
with heart, my papi has a motorcycle is a young girl's love letter to her
hardworking dad and to memories of home that we hold close in the midst of
change.",[],"[['gender', 'roles'], ['culture', 'history'], ['language', 'word learning'], ['perception', 'figure-ground segregation'], ['family'], ['community'], ['perception:motion perception'], ['family:relationships'], ['language:adjectives'], ['language:sound effects'], ['change:change'], ['immigration:immigration'], ['perception:relative size'], ['perception:texture gradient']]",nan
9781596439313.0,special delivery,alexandra day and cooper edens,"""a little girl goes on a long journey to deliver an elephant to her great
aunt""--",[],"[['social', 'helping others', 'cooperation'], ['social:kindness'], ['community:community'], ['language:alliteration']]",nan
9780142404034.0,skippyjon jones,judy schachner,"holy guacamole! meet the #1 new york times bestselling skippyjon jones!
skippyjon jones is no ordinary kitten. oh, no. . . .he's actually el
skippito, a great sword-fighter ready to battle banditos the world over!
with a little imagination and a whole lot of fun, this frisky cat dons a
mask and cape and takes on a bad bumble-beeto to save the day. and along
the way, he'll be sure to steal young reader's hearts, yes indeed-o! my
name is skippito friskito. i fear not a single bandito. my manners are
mellow, i'm sweet like the jell-o, i get the job done, yes indeed-o. *""both
feline hero and story are full of beans (more mexican-jumping than pinto)
but ay caramba, mucho fun.""—kirkus reviews, starred review ""buoyant and
colorful cartoon illustrations match the exuberant text perfectly.""—school
library journal",['daily tasks/activities/routines'],nan,nan
