ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9781510722477,The Golden Girls of Rio,Nikkolas Smith,"The women athletes of the 2016 Summer Olympics captivated the world: Simon
Biles, the most decorated American gymnast of all time; Katie Ledecky, who
shattered swimming records in multiple events; Michelle Carter, the first
American gold medalist in shot put; Simone Manuel, the first African
American woman to medal in individual swimming. Their accomplishments
amazed us, as did their personal stories of persistence and hard work. The
Golden Girls of Rio focuses on the paths to glory for these women athletes,
how they got their start and rose to meteoric heights in the Rio games. The
other swimming and gymnastic teammates are included in the story as well.
An inspiring story, bursting with color and action and life, that will make
you smile to see these champion athletes as little girls, and to revisit
their triumphs in achieving Olympic gold.",['cooperation/working together'],"[['family', 'traditions'], ['persistence'], ['self-confidence'], ['self-esteem'], ['perception:motion perception'], ['social:friendship'], ['female empowerment:female empowerment'], ['(dis)ability:diversity']]"
9780064434508,The Grouchy Ladybug,Eric Carle,"It's the Grouchy Ladybug's 20th birthday. To celebrate, we are introducing
a new, larger format edition with brighter, more colorful pages created
from Eric Carle's original artwork using the latest reproduction
technology. The Grouchy Ladybug is bigger and brigher, as irascible but
irresistable as ever and will surely delight new generations of readers, as
well as her devoted fans of all ages. Happy Birthday, Grouchy Ladybug!",[],
9780316020367,The jolly postman or other people's letters,Janet & Allan Ahlberg,,[],
9781524740740,The king of kindergarten,Derrick Barnes,"A New York Times bestseller! A confident little boy takes pride in his
first day of kindergarten, by the Newbery Honor-winning author of Crown.
The morning sun blares through your window like a million brass trumpets.It
sits and shines behind your head--like a crown. Mommy says that today, you
are going to be the King of Kindergarten! Starting kindergarten is a big
milestone--and the hero of this story is ready to make his mark! He's
dressed himself, eaten a pile of pancakes, and can't wait to be part of a
whole new kingdom of kids. The day will be jam-packed, but he's up to the
challenge, taking new experiences in stride with his infectious enthusiasm!
And afterward, he can't wait to tell his proud parents all about his
achievements--and then wake up to start another day. Newbery Honor-winning
author Derrick Barnes's empowering story will give new kindergarteners a
reassuring confidence boost, and Vanessa Brantley-Newton's illustrations
exude joy.",['daily tasks/activities/routines'],"[['social', 'sharing'], ['self-confidence'], ['first day of school:first day of school'], ['culture:values'], ['social:making friends'], ['growing up:growing up'], ['culture:pride'], ['social:kindness'], ['bravery:bravery'], ['imagination:imagination']]"
9780399544859,The light in me sees the light in you,Lori Nichols,"The creator of the beloved Maple books pays tribute to the power of
friendship and the bonds that endure after the loss of a loved one.
Something magical happens when a little girl encounters a small red bird--
the two instantly see eye-to-eye, and see that there is something in each
other that transcends time and space. They become fast friends and connect
over their love of listening to the wind, looking at clouds, splashing in
puddles, and eating snacks. But the bird can fly, so the girl pretends she
can too. Then one day the bird is gone and life isn't the same. The girl is
lonely, but the bird visits her in her dreams and she is comforted as they
fly together; then as the days pass, the wind, the clouds, and the rain all
help her remember her friend and feel the spark of her friend's light still
shining within herself.",[],
9780859530125,"The Little Mouse,the Red Ripe Strawberry,and The Big Hungry Bear",Don & Audrey Wood,"Who likes strawberries? The mouse does. The bear does. But the reader plays
the key role. Full color.","['anxiety/fear', 'giving/sharing']",
9780735228801,the little red stroller,joshua furst,"One handy little stroller is passed from family to family in this uplifting
picture book celebration of community, diversity, and sharing When Luna is
born, her mommy gives her a little red stroller. It accompanies her and her
mommy through all the activities of their day, until she outgrows the
stroller and is able to pass it down to a toddler in her neighborhood who
now needs it. And so the stroller lives on, getting passed from one child
to the next, highlighting for preschool readers the diversity of families:
some kids with two mommies, some with two daddies, some with just one
parent, and all from different cultures and ethnicities. This simple,
cheerful book is a lovely portrait of the variety and universality of
family.",['giving/sharing'],"[['family', 'activities', 'structures', 'traditions'], ['emotions', 'emotional expression', 'identifying emotions'], ['(dis)ability:diversity'], ['paying it forward:paying it forward'], ['family:time'], ['imagination:imagination'], ['creativity:creativity'], ['object permanence:object permanence'], ['social:attachment/secure attachment']]"
9780394823379,The Lorax,Dr. Seuss,"Celebrate Earth Day with Dr. Seuss and the Lorax in this classic picture
book about sustainability and protecting the environment! I am the Lorax. I
speak for the trees. Dr. Seuss’s beloved story teaches kids to treat the
planet with kindness and stand up and speak up for others. Experience the
beauty of the Truffula Trees and the danger of taking our earth for granted
in a story that is timely, playful, and hopeful. The book’s final pages
teach us that just one small seed, or one small child, can make a
difference. Printed on recycled paper, this book is the perfect gift for
Earth Day and for any child—or child at heart—who is interested in
recycling, advocacy, and the environment, or just loves nature and playing
outside. Unless someone like you cares a whole awful lot, nothing is going
to get better. It’s not.","['caring for the environment', 'environmental consequences of industrialization and greed']","[['language', 'alliteration', 'word learning'], ['figure-ground segregation'], ['perception', 'relative size'], ['perception:Gestalt principles'], ['perception:similarity'], ['perception:proximity'], ['interconnected habitat:interconnected habitat'], ['math:economics']]"
9780307010858,the Monster at the end of this Book,Jon Stone,"Read along as Grover begs you not to turn the page -- because there is a
monster at this end of this book! Lovable, furry old Grover is distressed
to learn that there's a monster at the end of this book! He begs readers
not to turn the pages, but of course kids feel they just have to see this
monster for themselves. Grover is astonished--and toddlers will be
delighted--to discover who is really the monster at the end of the book!","['anxiety/fear', 'determination', 'critical thinking/problem-solving']",
9780899197029,The Mother's Day Mice,Eve Bunting,"With such seminal movies as The Exorcist and The French Connection, Academy
Award'winning director William Friedkin secured his place as a great
filmmaker. A maverick from the start, Friedkin joined other young directors
who ushered in Hollywood's second Golden Age during the 1970s. Now, in his
long-awaited memoir, Friedkin provides a candid portrait of an
extraordinary life and career. His own success story has the makings of
classic American film. He was born in Chicago, the son of Russian
immigrants. Immediately after high school, he found work in the mailroom of
a local television station, and patiently worked his way into the directing
booth during the heyday of live TV. An award-winning documentary brought
him attention as a talented new filmmaker, as well as an advocate for
justice, and it caught the eye of producer David L. Wolper, who brought
Friedkin to Los Angeles. There he moved from television (one of the last
episodes of The Alfred Hitchcock Hour) to film (The Birthday Party, The
Boys in the Band), displaying a versatile stylistic range. Released in
1971, The French Connection won five Academy Awards, including Best Picture
and Best Director, and two years later, The Exorcist received ten Oscar
nominations and catapulted Friedkin's career to stardom. Penned by the
director himself, The Friedkin Connection takes listeners on a journey
through the numerous chance encounters and unplanned occurrences that led a
young man from a poor urban neighborhood to success in one of the most
competitive industries and art forms in the world. Written with the
narrative drive of one of his finest films, The Friedkin Connection is a
wonderfully engaging look at an artist and an industry that has transformed
who we are ? and how we see ourselves.",[],
9780593483220,The noise inside boys: a story about big feelings,Pete Oswald,"Pete Oswald, the #1 New York Times bestselling illustrator and father of
three sons unravels the confusing emotions inside boys today against the
backdrop of a day at the beach. When two older brothers tease their younger
brother, overwhelming feelings surface, along with the urge to push them
away. Highlighted with a rainbow of vibrant colors, this important book
shows how the turbulent emotions we experience can be managed by naming and
understanding them. Based on real life experience, this story about three
brothers offers insight and wisdom that all kids --and grown-ups-- will
take to heart. Pete Oswald is best knows as the NYT #1 bestselling
illustrator of The Good Egg as the other books in that series. He is also
the illustrator of Attack of the Underwear Dragon, Return of the Underwear
Dragon, and Blue Bison Needs a Haircut. Hike, his first solo picture book
author/illustrator debut, and it received five starred reviews and
demonstrated Pete’s ability to capture important family moments. Similarly,
The Noise Inside Boys is Pete's return to social emotional learning books.",['light/lighting'],"[['family', 'activities', 'interactions', 'caring for each other'], ['emotions', 'emotional regulation', 'managing emotions'], ['perception', 'relative size', 'changing light'], ['self-acceptance'], ['emotions:recognition of'], ['family:sibling relationships'], ['language:rhyming'], ['perception:texture gradient'], ['perception:motion'], ['perception:color'], ['perception:shadow']]"
9780545637084,The Princess and the Pony,Kate Beaton,"Princess Pinecone would like a real war horse for her birthday, but instead
gets a plump, cute pony--but sometimes cuteness can be a kind of weapon,
especially in a fight with dodgeballs and spitballs and hairballs and
squareballs.",['people are multifaceted'],"[['self-concept'], ['everyone has their own skills:everyone has their own skills'], ['difficult topics:challenging stereotypes'], ['multiple ways to be a warrior:multiple ways to be a warrior'], ['difficult topics:stereotypes'], ['difficult topics:prejudices'], ['female empowerment:female empowerment']]"
9780439536301,The Princess Knight,Cornelia Funke,"Envious of her brothers who are in training to become knights, young
Violetta disguises herself as a boy in order to take part in the big
jousting contest in the hopes of showing everyone that she is just as
capable.",[],
9780593111420,The queen of kindergarten,Derrick Barnes,,"['help others', 'daily tasks/activities/routines', 'giving/sharing']","[['self-confidence'], ['first day of school:first day of school'], ['culture:values'], ['social:kindness'], ['creativity:creativity'], ['emotions:empathy']]"
9780735229358,The Rabbit Listened,Cori Doerrfeld,"A moving and universal picture book about empathy and kindness, sure to
soothe heartaches big and small—now a New York Times bestseller and a
perfect gift for any special occasion When something sad happens, Taylor
doesn't know where to turn. All the animals are sure they have the answer.
The chicken wants to talk it out, but Taylor doesn't feel like chatting.
The bear thinks Taylor should get angry, but that's not quite right either.
One by one, the animals try to tell Taylor how to act, and one by one they
fail to offer comfort. Then the rabbit arrives. All the rabbit does is
listen . . . which is just what Taylor needs. With its spare, poignant text
and irresistibly sweet illustration, The Rabbit Listened is about how to
comfort and heal the people in your life, by taking the time to carefully,
lovingly, gently listen.",[],
9781558580091,The Rainbow Fish,Marcus Pfister,"Summary: The most beautiful fish in the entire ocean discovers the real
value of personal beauty and friendship.",['Giving/sharing'],"[['moral development'], ['social:friendship'], ['uniqueness:uniqueness'], ['social:belonging'], ['perception:similarity'], ['social:peer relationships'], ['social:bullying']]"
9780763694340,The real Dada Mother Goose,Jon Scieszka,"""Inspired by Dadaism's rejection of reason and rational thinking, and in
cahoots with Blanche Fisher Wright's The Real Mother Goose, this anthology
of absurdity unravels the fabric of classic nursery rhymes and stitches
them back together (or not quite together) in every clever way possible.
One by one, cherished nursery rhymes--from ""Humpty Dumpty"" to ""Hickory
Dickory Dock,"" ""Jack Be Nimble"" to ""Mother Hubbard""--fall prey to sly
subversion as Jon Scieszka and illustrator Julia Rothman refashion them
into comics strips, errant book reports, anagrams, and manic mash-ups.
Playfully reconstructed, the thirty-six old-new rhymes invite further
baloney, bringing kids in on the joke and inviting them to revel in
reimagining.""--Publisher marketing.",[],"[['multilingual text', 'code-switching'], ['humor:humor'], ['revised nursery rhymes:revised nursery rhymes'], ['language:definitions'], ['cognition:creative thinking/solutions'], ['language:spoonerism'], ['language:word play']]"
9780063045408,the smart cookie,jory joihn and pete oswald,"Be a smart cookie--and don't miss the latest book in #1 New York Times
bestselling series The Bad Seed, from creators Jory John and Pete Oswald!","['anxiety/fear', 'perseverance']","[['emotions', 'managing emotions', 'anxiety'], ['self-concept'], ['self-confidence'], ['self-perception'], ['community:community'], ['culture:identity'], ['knowledge:knowledge'], ['comparison:comparison'], ['inhibition:inhibition'], [""it's okay to make mistakes:it's okay to make mistakes""], ['creativity:creativity'], ['different:embracing differences'], ['leaving comfort zone:leaving comfort zone'], ['different:individual differences'], ['uniqueness:uniqueness'], ['knowledge:knowledge']]"
9780063045415,The sour grape,Jory John & Pete Oswald,"Don't miss the sixth picture book in the #1 New York Times bestselling Food
Group series that's ripe with humor from Jory John and Pete Oswald! The
Sour Grape holds grudges for every reason under the sun. Lime never
returned a scarf they borrowed? Grudge! Orange never called back? Grudge!
But when a friend holds a grudge against the Sour Grape without listening
to an explanation, the Sour Grape realizes how unfair grudges can be. Could
a bunch of forgiveness and compassion be enough to turn a sour grape sweet?
Jory John and Pete Oswald serve up another heaping plate of laughs and
lessons with this empowering, witty, and charming addition to their #1 New
York Times bestselling series! Check Out Jory John and Pete Oswald's other
funny bestselling books for kids 4-8 and anyone who wants a laugh: The Bad
Seed The Good Egg The Cool Bean The Couch Potato The Smart Cookie The Good
Egg Presents: The Great Eggscape! The Bad Seed Presents: The Good, the Bad,
the Spooky! The Cool Bean Presents: As Cool As It Gets! That's What
Dinosaurs Do",[],"[['emotions', 'anger', 'sadness'], ['social', 'kindness'], ['holding a grudge:Holding a grudge'], ['emotions:frustration'], ['fundamental attribution error:fundamental attribution error'], ['language:communication']]"
9780140544510,The True Story Of The 3 Little Pigs,Jon Scieszka,"You thought you knew the story of the “The Three Little Pigs”… You thought
wrong. In this hysterical and clever fracture fairy tale picture book that
twists point of view and perspective, young readers will finally hear the
other side of the story of “The Three Little Pigs.” “In this humorous
story, Alexander T. Wolf tells his own outlandish version of what really
happens during his encounter with the three pigs…. Smith's simplistic and
wacky illustrations add to the effectiveness of this fractured fairy tale.”
—Children’s Literature “Older kids (and adults) will find very funny.”
—School Library Journal",[],
9780399226908,The Very Hungry Caterpillar,Eric Carle,"Colorful and full of imagination, the world of Eric Carle is a delight!
Sings songs, cook, and create with the book box based of the worl of Eric
Carle.",[],"[['discontinuous development'], [""Maslow's hierarchy of needs""], ['perception:Relative size'], ['family:time'], ['math:numbers'], ['growth:growth'], ['growing cycle:growing cycle'], ['food:food'], ['cognition:cause and effect'], ['change:change'], ['perception:texture']]"
9780593121962,The World Needs More Purple People,Kristen Bell and Benjamin Hart,"#1 New York Times bestseller! Actress, producer, and parent Kristen Bell
(The Good Place, Veronica Mars, Frozen) and creative director and parent
Benjamin Hart have a new challenge for you and your kids: become a purple
person by embracing what makes YOU special while finding common ground with
those around you. What is a purple person? Great question. I mean, really
great! Because purple people always ask really great questions. They bring
their family, friends, and communities together, and they speak up for
what’s right. They are kind and hardworking, and they love to laugh
(especially at Grandpa’s funny noises)! A purple person is an everyday
superhero! How do you become one? That’s the fun part! Penny Purple will
lead you through the steps. Get ready to be silly, exercise your curiosity,
use your voice, and be inspired. Looking to reach beyond the political
divide of red and blue, Kristen Bell and Benjamin Hart have created a
hilarious and joyous read-aloud that offers a wonderful message about
embracing the things that bring us together as humans. This book will
inspire a whole generation to paint the world purple!",[],
9781680100839,The worry box,Suzanne Chiew,"Murray Bear is supposed to go to the waterfall with his sister, Molly, to
meet a friend, but Murray is worried. ""What if it's too LOUD?"" he cries ""Or
what if I get swept away!"" So Molly tells him about her special worry box.
""When I'm worried about something,"" she says, ""I write it down, then put it
inside."" She offers to help make one for Murray, and he takes it on their
journey-but will it really help?","['Anxiety/fear', 'giving/sharing']","[['bravery'], ['social', 'helping others'], ['family:sibling relationships'], ['social:friendship']]"
9780316330459,The worst teddy ever,Marcelo Verdad,"""Noa is frustrated that Teddy is always too tired to play with him, but
little does he know that Teddy is awake all night keeping him safe from
night visitors""--",['Daily tasks/activities/routines'],
9780385322515,Thumbelina,Hans Christian Andersen,"After being kidnapped by an ugly toad, a beautiful girl no bigger than a
thumb has a series of dreadful experiences before meeting a fairy prince
just her size.",[],
9780063073166,To the other side,Erika Meza,"""A girl reframes the dangerous border crossing between Mexico and the
United States as a game to help her brother through the journey""--",['anxiety/fear'],"[['family'], ['immigration:Immigration'], ['perception:color'], ['perception:texture gradient'], ['perception:proximity'], ['perception:shadow'], ['family:relationships'], ['dreams:dreams'], ['borders:borders'], ['change:change'], ['transitions:transitions'], ['patience:patience'], ['social:friendship'], ['hope:hope']]"
9780375803499,tomas and the library lady,pat mora,"A Common Core Exemplar Text by an award-winning author-illustrator team
Tomás is a son of migrant workers. Every summer he and his family follow
the crops north from Texas to Iowa, spending long, arduous days in the
fields. At night they gather around to hear Grandfather's wonderful
stories. But before long, Tomás knows all the stories by heart. ""There are
more stories in the library,""Papa Grande tells him. The very next day,
Tomás meets the library lady and a whole new world opens up for him. Based
on the true story of the Mexican-American author and educator Tomás Rivera,
a child of migrant workers who went on to become the first minority
Chancellor in the University of California system, this inspirational story
suggests what libraries--and education--can make possible. Raul Colón's
warm, expressive paintings perfectly interweave the harsh realities of
Tomás's life, the joyful imaginings he finds in books, and his special
relationships with a wise grandfather and a caring librarian. ""A gentle
text and innovative artwork. . . . While young readers and future
librarians will find this an inspiring tale, the end note gives it a real
kick: the story is based on an actual migrant worker [Tomás Rivera] who
became chancellor of a university--where the library now bears his name.""--
Publishers Weekly",[],
9780763619848,Two homes,Claire Masurel,,['daily tasks/activities/routines'],"[['family', 'structures'], ['difficult topics:divorce'], ['two houses but same activities:two houses but same activities'], ['shows the same rooms:shows the same rooms'], ['home:home'], ['social:friendship'], ['social:unconditional love']]"
9781849397278,two shy pandas,julia jarman & susan varley,,[],
9781499810080,Uncle Bobby's Wedding,Sarah S. Brannen,"Chloe's favorite uncle is getting married, and she's not happy about it.
But after a magical day with Uncle Bobby and his boyfriend, Jamie, Chloe
realizes she's not losing an uncle, but gaining one. Selected by Kirkus
Reviews as one of the best picture books of 2020 and by the American
Library Association as a 2021 Rainbow Book List title, celebrate family
with this gorgeous picture book. Featured on Bank Street's Best Books of
the Year list . ""A joyous, heartwarming, sweet-and essential-update.""
Kirkus Reviews, STARRED REVIEW ""Those we love, [Soto] and Brannen show,
needn't change just because they love someone else, too-there's plenty of
room in the human heart."" Publishers Weekly ""A large-hearted affirmation of
society's newest kind of wedding."" Booklist ""Valiant, valid, validating,
valuable."" Gregory Maguire, author of Wicked ""With warm, richly colored,
and expressive illustrations by Lucia Soto, the book, published in
partnership with GLAAD, serves as a gentle and welcome celebration of the
different shapes love and family can take."" Boston Globe When Chloe's
favorite uncle announces that he's getting married, everyone is excited.
Everyone except Chloe, that is. What if Uncle Bobby no longer has time for
picnics, swimming, or flying kites? Chloe just wants to keep having fun
with her favorite uncle, but she's afraid everything is going to change.
Can Uncle Bobby and his boyfriend Jamie show Chloe that, when it comes to
family, the more the merrier? In this inspiring, love-filled story, Chloe
learns just what family means. Produced in coordination with GLAAD, this
adorable picture book is a positive example of same-sex marriage and a
celebration of family.",[],"[['denial'], ['gay marriage:gay marriage'], ['social:attachment/secure attachment'], ['cognition:cognitive dissonance'], ['acceptance:acceptance']]"
9781250832122,until someone listens,estela juarez with lissette norman,"""The true story of Estela Jaurez, a young American girl who writes letters
to her local newspaper, to Congress, and even to the president, pleading
for someone to listen and reunite her family after her mother's
deportation""--",[],"[['multilingual text', 'code-switching'], ['family'], ['immigration:immigration'], ['activism:activism'], ['difficult topics:talking about difficult topics'], ['social:social justice']]"
9781368076739,Wakanda Forever,Frederick Joseph,"Set in the world of Black Panther: Wakanda Forever from Marvel Studios, The
Courage to Dream is an inspiring picture book about a young Wakandan
finding her destiny, from two New York Times best-selling creators. The
Courage to Dream tells the story of Assata, a young Wakandan who hopes to
become one of the Dora Milaje, the warriors who protect Wakanda. But
because of Assata's disability, she lets go of her dream. Assata's light
shows through all the same, introducing her to surprising friends: the
princess Shuri, the warrior Okoye, and the powerful M'Baku. But only Assata
can give herself what she's missing: the courage to dream. New York Times
best-selling author Frederick Joseph (The Black Friend) and New York Times
best-selling illustrator Nikkolas Smith (The 1619 Project: Born on the
Water) bring Wakanda to life in this inspiring picture book about
discovering who you can truly be.",['help others'],
9781580897723,We are grateful,Traci Sorell,"2019 Sibert Honor Book 2019 Orbis Pictus Honor Book NPR's Guide To 2018’s
Great Reads 2018 Book Launch Award (SCBWI) Kirkus Reviews Best Books of
2018 School Library Journal Best Books of 2018 2018 JLG selection 2019
Reading the West Picture Book Award The Cherokee community is grateful for
blessings and challenges that each season brings. This is modern Native
American life as told by an enrolled citizen of the Cherokee Nation. The
word otsaliheliga (oh-jah-LEE-hay-lee-gah) is used by members of the
Cherokee Nation to express gratitude. Beginning in the fall with the new
year and ending in summer, follow a full Cherokee year of celebrations and
experiences. Written by a citizen of the Cherokee Nation, this look at one
group of Native Americans is appended with a glossary and the complete
Cherokee syllabary, originally created by Sequoyah. ""A gracious, warm, and
loving celebration of community and gratitude""—Kirkus Reviews STARRED
REVIEW ""The book underscores the importance of traditions and carrying on a
Cherokee way of life""—Horn Book STARRED REVIEW ""This informative and
authentic introduction to a thriving ancestral and ceremonial way of life
is perfect for holiday and family sharing""—School Library Journal STARRED
REVIEW ""An elegant representation""—Shelf Awareness STARRED REVIEW",['cooperation/working together'],"[['social', 'connection'], ['culture', 'customs', 'values'], ['family', 'generations', 'history'], ['language:Word learning'], ['first nation:First Nation'], ['emotions:gratitude'], ['culture:traditions'], ['culture:identity'], ['culture:memory'], ['food:food'], ['culture:history'], ['seasons:seasons'], ['seasonal activities:seasonal activities'], ['community:community']]"
9781368003551,We Don't Eat Our Classmates,Ryan T. Higgins,,[],"[['social', 'withdrawn rejected child category'], ['starting school:starting school'], ['social:making friends']]"
9780679832270,"We're Different,We're the same",Sesame Street,"Who better than Elmo and his Sesame Street friends to teach us that though
we may all look different on the outside—deep down, we are all very much
alike? Elmo and his Sesame Street friends help teach toddlers and the
adults in their lives that everyone is the same on the inside, and it's our
differences that make this wonderful world, which is home to us all, an
interesting—and special—place. This enduring, colorful, and charmingly
illustrated book offers an easy, enjoyable way to learn about
differences—and what truly matters. We’re Different, We’re the Same is an
engaging read for toddlers and adults alike that reinforces how we all have
the same needs, desires, and feelings.","['racial/ethnic diversity', ""we're different but the same""]","[['emotions', 'emotional regulation', 'emotional recognition'], ['body', 'image', 'parts', 'shapes and sizes'], ['self-acceptance'], ['self-esteem'], ['comparison:comparison'], ['function of the skin:function of the skin'], ['culture:pride'], ['perception:similarity'], ['different:embracing differences'], ['different:individual differences']]"
9781561447312,Welcome Mei Su and Other Tales,Gyo Fujikawa,,[],
9780316542067,What Are Your Words?,Katherine Locke,"Ari knows a lot of words for neighbors, including the pronouns each
prefers, and with help from Uncle Lior, who always asks ""What are your
words,"" figures out which pronouns--and other words--fit best today.",['biological sex'],"[['(dis)ability', 'diversity'], ['gender', 'diversity', 'fluidity', 'transgender', 'pronoun diversity'], ['biological sex'], ['culture:identity'], ['gender:expression'], ['gender:dysphoria'], ['gender:pronoun diversity'], ['gender:inclusive pronouns'], ['gender:pronouns'], ['gender:pronouns changing over time'], ['psychological condition:psychological condition'], ['intersectionality:intersectionality']]"
9781938298073,What do you do with an idea?,Kobi Yamada,"A young boy comes up with an idea and he keeps it safe until one day he
realizes the amazing power it can have.","['perseverance', 'speaking up/standing up for yourself and others']","[['self-confidence'], ['ideas:Ideas'], ['perception:color'], ['perception:motion'], ['cognition:cognition'], ['growth:growth'], ['change:change']]"
9781728210087,what is family on Sesame Street?,,"Family is where the heart is. From world-renowned children's brand Sesame
Street comes a new, heartwarming title in the series with New York Times
bestseller Love. Featuring inspiration from beloved Sesame characters, What
is Family? reminds you that even though every family is different, home is
where your loved ones are. This inspiring picture book is a beautiful gift
for all types of families. When you think of a ""family,"" what comes to
mind? How would you describe it? Which words do you find? No exact meaning
quite fits like a glove. Except maybe this one: it's all about LOVE.",[],"[['family', 'generations', 'activities', 'functions'], ['change'], ['language:rhyming'], ['(dis)ability:diversity'], ['family:relationships'], ['social:staying connected'], ['family:chosen family'], ['perception:continuity'], ['perception:grouping'], ['perspective:perspective']]"
9781849764292,"What's that noise,this book is calling you",Isabel Minhos Martins and Madlena Matoso,,['adventure'],"[['perception', 'Gestalt principles', 'engaging multiple senses'], ['language', 'descriptive'], ['perception:tactile sensations'], ['social:friendship']]"
9780805096149,What's Your Favorite Color?,Eric Carle and Friends,"Fifteen beloved children's book artists draw their favorite colors and
explain why they love them.",[],
9780370007724,Where The Wild Things Are,Maurice Sendak,,[],
9781785927287,Who are you? The kid's guide to gender identity,Brook Pessin-Whedbee,"This book introduces children to gender as a spectrum and shows how people
can bend and break the gender binary and stereotypes. It includes an
interactive wheel, clearly showing the difference between our body,
expression and identity, and is an effective tool to help children 5+
understand and celebrate diversity.",[],"[['gender', 'binary', 'spectrum', 'identity'], ['self-expression'], ['gender:expression'], ['(dis)ability:diversity'], ['gender:breaking the binary'], ['gender:fluidity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best']]"
9780670011926,Wink the ninja who wanted to nap,J.C. Phillips,"IT'S TIRING BEING THE FAMOUS 'NIMBLE NINJA'! WINK NEEDS A NAP. BUT HIS FANS
NEED HIM! HOW CAN HE GET SOME SHUT-EYE IF THEY FOLLOW HIM EVERYWHERE?
FINALLY, MASTER ZUTSU HAS A PLAN. BUT WILL IT WORK?",['help others'],"[['family', 'caring for each other'], ['self-confidence'], ['social:popularity'], ['culture:pride'], ['imagination:imagination'], ['emotions:frustration']]"
9781510756298,World Cup Women,Meg Walters,"This is the illustrated story of 23 soccer players who worked together to
become World Cup champions and heroes to millions of men, women, boys, and
girls across America and around the world. In July 2019, a record number of
people all around the world tuned in to watch the Women's World Cup, which
took place in France. Fifty-two games, twenty-four teams, four weeks . . .
one winner. Megan Rapinoe had waited for this day since she attended a
World Cup game as a teenager, and Alex Morgan had set her sights on a World
Cup victory of her own as she watched Mia Hamm, Brandi Chastain, and Team
USA win in 1999. Years of hard work, determination, and practice put Megan,
Alex, and their teammates in the perfect position, and they took full
advantage. Rose Lavelle, Tobin Heath, Alyssa Naeher, Crystal Dunn, Ali
Krieger, Julie Ertz, Carli Lloyd, and the rest of the US Women's National
Team returned home from France with the title, the trophy, and their
nation's pride, becoming the first team in history to win four Women's
World Cup titles! New York City threw a parade in their honor, and fans
lined the streets, clapping and cheering and chanting their names. These
women were on top of the world—they'd come so far. They'd achieved their
dreams! World Cup Women highlights Team USA's tournament experience and
provides a glimpse into what shot them to the top . . . and what may keep
them there a little longer.",['cooperation/working together'],"[['persistence'], ['female empowerment:Female empowerment'], ['family:time'], ['individual strengths:individual strengths']]"
9780593383322,Yes! No! A first conversation about consent,"Megan Madison,Jessica Ralli,& Isabel Roxas","Based on the research that race, gender, consent, and body positivity
should be discussed with toddlers on up, this read-aloud board book series
offers adults the opportunity to begin important conversations with young
children in an informed, safe, and supported way. Developed by experts in
the fields of early childhood development and activism against injustice,
this topic-driven book offers clear, concrete language and imagery to
introduce the concept of consent. This book serves to normalize and
celebrate the experience of asking for and being asked for permission to do
something involving one's body. It centers on respect for bodily autonomy,
and reviews the many ways that one can say or indicate ""No."" While young
children are avid observers and questioners of their world, adults often
shut down or postpone conversations on complicated topics because it's hard
to know where to begin. Research shows that talking about issues like race,
gender, and our bodies from the age of two not only helps children
understand what they see, but also increases self-awareness, self-esteem,
and allows them to recognize and confront things that are unfair, like
discrimination and prejudice. These books offer a supportive approach that
considers both the child and the adult. Illustrative art accompanies the
simple and interactive text, and the backmatter offers additional resources
and ideas for extending this discussion.",['Bodily autonomy/consent'],
9781338630749,You Are Enough,Margaret O'Hair,"bA beautiful and inclusive picture book all about celebrating being
yourself from Down syndrome advocate and viral sensation Sofia Sanchez /b
It can be hard to be different-whether because of how you look, where you
live, or what you can or can't do. But wouldn't it be boring if we were all
the same? Being different is great Being different is what makes you YOU.
This inclusive and empowering picture book from Sofia Sanchez-an 11-year-
old model and actress with Down syndrome-reminds readers how important it
is to embrace your differences, be confident, and be proud of who you are.
Imagine all of the wonderful things you can do if you don't let anyone stop
you You are enough just how you are. Sofia is unique, but her message is
universal: We all belong. So each spread features beautiful, full-color
illustrations of a full cast of kid characters with all kinds of
backgrounds, experiences, and abilities. This book also includes back
matter with a brief bio of Sofia and her journey so far, as well as
additional information about Down syndrome and how we can all be more
accepting, more inclusive, and more kind.","['children in wheelchairs', 'racial/ethnic diversity', 'information about Down syndrome']","[['(dis)ability', 'down syndrome', 'diversity'], ['skin tone'], ['body', 'shapes and sizes'], ['social:Inclusivity'], ['(dis)ability:down syndrome'], ['empowerment:empowerment'], ['skin pigmentation:skin pigmentation'], ['majority of characters are white:majority of characters are white'], ['language:repetition']]"
9780399233920,you are my i love you,maryann cusimano love,"The all-time classic, bestselling ode to the love shared between parent and
child. Perfect for new parents, baby showers, and sharing at bedtime. A day
in the life of parent and child—full of smiles and giggles, messes and
meals, boundless energy and well-earned rest. Not to mention lots of love.
Here, in simple, rhyming verse accompanied by colorful, playful
illustrations by world-renowned artist Satomi Ichikawa, is one such day.
Share it with others and treasure the memories.",[],
